index	Div	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTHG	HTAG	HTR	B365H	B365D	B365A	BWH	BWD	BWA	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	VCH	VCD	VCA	Bb1X2	BbMxH	BbAvH	BbMxD	BbAvD	BbMxA	BbAvA	BbOU	BbMx>2.5	BbAv>2.5	BbMx<2.5	BbAv<2.5	BbAH	BbAHh	BbMxAHH	BbAvAHH	BbMxAHA	BbAvAHA	Month	Day	Day_of_week	Season_of_year	Season_of_league	FT-GD	FTG	FTG-2.5	HT-GD	HTG	HTG-1.5	FTR-0	FTR-H	FTR-D	FTR-A	HTR-0	HTR-H	HTR-D	HTR-A	match_in_league_home	point-expanding_home	point-ewm-0.15_home	point-ewm-0.25_home	point-ewm-0.75_home	point-ewm-0.5_home	point-ewm-0.9_home	point-rolling-3_home	FTR-0-win-rate_home	FTR-0-draw-rate_home	FTR-0-lose-rate_home	FTR-0-win-rate_5_home	FTR-0-draw-rate_5_home	FTR-0-lose-rate_5_home	point_last_home	HTR-0-win-rate_home	HTR-0-draw-rate_home	HTR-0-lose-rate_home	HTR-0-win-rate_5_home	HTR-0-draw-rate_5_home	HTR-0-lose-rate_5_home	HTR-0-draw-rate_last_home	HTR-0-lose-rate_last_home	HTR-0-win-rate_last_home	HT-GD-sum_home	HT-GF-sum_home	HT-GA-sum_home	HT-GF-GA-expanding_home	HT-GD_last_home	HT-GF_last_home	HT-GA_last_home	FT-GD-sum_home	FT-GF-sum_home	FT-GA-sum_home	FT-GF-GA-expanding_home	FT-GD_last_home	HT-GF_last_home	FT-GA_last_home	match_in_league_away	point-expanding_away	point-ewm-0.15_away	point-ewm-0.25_away	point-ewm-0.75_away	point-ewm-0.5_away	point-ewm-0.9_away	point-rolling-3_away	FTR-0-win-rate_away	FTR-0-draw-rate_away	FTR-0-lose-rate_away	FTR-0-win-rate_5_away	FTR-0-draw-rate_5_away	FTR-0-lose-rate_5_away	point_last_away	HTR-0-win-rate_away	HTR-0-draw-rate_away	HTR-0-lose-rate_away	HTR-0-win-rate_5_away	HTR-0-draw-rate_5_away	HTR-0-lose-rate_5_away	HTR-0-draw-rate_last_away	HTR-0-lose-rate_last_away	HTR-0-win-rate_last_away	HT-GD-sum_away	HT-GF-sum_away	HT-GA-sum_away	HT-GF-GA-expanding_away	HT-GD_last_away	HT-GF_last_away	HT-GA_last_away	FT-GD-sum_away	FT-GF-sum_away	FT-GA-sum_away	FT-GF-GA-expanding_away	FT-GD_last_away	HT-GF_last_away	FT-GA_last_away	B365H_prob	B365D_prob	B365A_prob	BWH_prob	BWD_prob	BWA_prob	LBH_prob	LBD_prob	LBA_prob	VCH_prob	VCD_prob	VCA_prob	BbMxH_prob	BbAvH_prob	BbMxD_prob	BbAvD_prob	BbMxA_prob	BbAvA_prob	BbMx>2.5_prob	BbAv>2.5_prob	BbMx<2.5_prob	BbAv<2.5_prob	BbMxAHH_prob	BbAvAHH_prob	BbMxAHA_prob	BbAvAHA_prob	IWH_prob	IWD_prob	IWA_prob	B365_gmean	B365_std	BW_gmean	BW_std	IW_gmean	IW_std	LB_gmean	LB_std	VC_gmean	VC_std	BbMx_gmean	BbMx_std	BbAv_gmean	BbAv_std
227	P1	2011-05-08	Nacional	Olhanense	0	1	A	0	0	D	1.57	3.75	6.0	1.57	3.7	5.25	1.45	3.6	7.0	1.53	3.6	5.0	1.55	3.4	5.5	1.62	3.75	6.0	34.0	1.64	1.57	4.0	3.57	6.21	5.67	25.0	2.25	2.11	1.7	1.66	18.0	-1.0	2.19	2.12	1.77	1.74	5	8	6	2	2010	-1	1	0	0	0	0	-1	0	0	1	0	0	1	0	28	3.0	1.4865545043351311	1.6736590747636417	2.5205871177291646	2.0991496182978153	2.8017101709028016	5.0	0.35714285714285715	0.32142857142857145	0.32142857142857145	0.4	0.4	0.2	-1	0.10714285714285714	0.6071428571428571	0.2857142857142857	0.2	0.4	0.4	-1.0	-1.0	-1.0	-9.0	3.0	3.0	1.0	-1	-1	-1	-4.0	11.0	11.0	1.0	-1	-1	-1	28	1.0	0.7081307191615622	0.6301730689166589	0.937700129171938	0.7631607316434383	0.990000910197279	2.0	0.21428571428571427	0.42857142857142855	0.35714285714285715	0.0	0.4	0.6	-1	0.25	0.39285714285714285	0.35714285714285715	0.0	0.6	0.4	-1.0	-1.0	-1.0	-3.0	9.0	9.0	1.0	-1	-1	-1	-11.0	9.0	9.0	1.0	-1	-1	-1	0.6369426751592356	0.26666666666666666	0.16666666666666666	0.6369426751592356	0.27027027027027023	0.19047619047619047	0.6535947712418301	0.2777777777777778	0.2	0.6172839506172839	0.26666666666666666	0.16666666666666666	0.6097560975609756	0.6369426751592356	0.25	0.2801120448179272	0.1610305958132045	0.1763668430335097	0.4444444444444444	0.47393364928909953	0.5882352941176471	0.6024096385542169	0.4566210045662101	0.4716981132075471	0.5649717514124294	0.5747126436781609	0.6896551724137931	0.2777777777777778	0.14285714285714285	1.0937199538231412	2.2150921726495567	1.041435326403997	1.8476020495045282	1.1061183393517233	2.7983626164836704	1.006622709560113	1.745747213468586	1.1052094495921159	2.1902739554676716	1.1469484314487135	2.2854102476360785	1.0558341897031878	2.0502032419575706
228	P1	2011-05-08	Portimonense	Maritimo	1	0	H	0	0	D	2.7	3.25	2.6	2.55	3.1	2.6	2.3	3.2	2.7	2.5	3.2	2.5	2.5	3.0	2.6	2.75	3.25	2.6	33.0	2.8	2.62	3.3	3.13	2.8	2.56	18.0	2.21	2.1	1.72	1.67	24.0	0.0	2.03	1.95	1.92	1.87	5	8	6	2	2010	1	1	0	0	0	0	1	1	0	0	0	0	1	0	28	0.0	0.9985142905396974	1.0474678649793494	0.5723535446560619	0.8811364024877548	0.27028017900900925	3.0	0.17857142857142858	0.25	0.5714285714285714	0.4	0.0	0.6	-1	0.25	0.4642857142857143	0.2857142857142857	0.0	0.8	0.2	-1.0	-1.0	-1.0	-4.0	8.0	8.0	1.0	-1	-1	-1	-19.0	6.0	6.0	1.0	-1	-1	-1	28	3.0	1.5974117265277965	1.7510544906521774	2.343052049983682	1.959458202123642	2.711997027002712	4.0	0.32142857142857145	0.2857142857142857	0.39285714285714285	0.6	0.2	0.2	-1	0.32142857142857145	0.5357142857142857	0.14285714285714285	0.8	0.2	0.0	-1.0	-1.0	-1.0	8.0	12.0	12.0	1.0	-1	-1	-1	4.0	20.0	20.0	1.0	-1	-1	-1	0.37037037037037035	0.3076923076923077	0.3846153846153846	0.3921568627450981	0.3225806451612903	0.3846153846153846	0.4	0.3125	0.4	0.36363636363636365	0.3076923076923077	0.3846153846153846	0.35714285714285715	0.38167938931297707	0.30303030303030304	0.3194888178913738	0.35714285714285715	0.390625	0.45248868778280543	0.47619047619047616	0.5813953488372093	0.5988023952095809	0.4926108374384237	0.5128205128205129	0.5208333333333334	0.53475935828877	0.4347826086956522	0.3125	0.37037037037037035	0.9454071945982809	0.3499999999999999	0.9130694651572911	0.30413812651491107	0.9028714870948003	0.4509249752822896	0.9048058721983022	0.40414518843273817	0.9512073838327803	0.3403429642777023	0.9858755122024087	0.2886751345948129	0.9195470243176121	0.3132091952673164
229	P1	2011-05-08	Porto	Pacos Ferreira	3	3	D	2	0	H	1.22	6.0	12.0	1.22	5.75	9.25	1.15	5.7	14.0	1.17	6.0	10.0	1.29	4.6	8.0	1.25	6.0	11.0	33.0	1.29	1.23	6.0	5.38	13.0	10.77	17.0	1.6	1.55	2.55	2.33	20.0	-1.5	1.86	1.82	2.08	2.02	5	8	6	2	2010	0	6	1	2	2	1	0	0	1	0	1	1	0	0	28	3.0	2.9361561787761676	2.9928470598298507	2.999999999650413	2.9999842531979084	3.0	9.0	0.9285714285714286	0.07142857142857142	0.0	1.0	0.0	0.0	-1	0.6785714285714286	0.25	0.07142857142857142	0.4	0.4	0.2	-1.0	-1.0	-1.0	27.0	29.0	29.0	1.0	-1	-1	-1	55.0	55.0	55.0	1.0	-1	-1	-1	28	3.0	1.285144851729415	1.3106626953808567	2.4378658210055875	1.7804960049688816	2.790001199981791	4.0	0.32142857142857145	0.35714285714285715	0.32142857142857145	0.2	0.2	0.6	-1	0.25	0.39285714285714285	0.35714285714285715	0.2	0.6	0.2	-1.0	-1.0	-1.0	-4.0	7.0	7.0	1.0	-1	-1	-1	-11.0	10.0	10.0	1.0	-1	-1	-1	0.819672131147541	0.16666666666666666	0.08333333333333333	0.819672131147541	0.17391304347826086	0.10810810810810811	0.8547008547008548	0.16666666666666666	0.1	0.8	0.16666666666666666	0.09090909090909091	0.7751937984496123	0.8130081300813008	0.16666666666666666	0.1858736059479554	0.07692307692307693	0.09285051067780874	0.625	0.6451612903225806	0.3921568627450981	0.4291845493562232	0.5376344086021505	0.5494505494505494	0.4807692307692307	0.49504950495049505	0.8695652173913044	0.17543859649122806	0.07142857142857142	1.4817542707551297	5.401493620595449	1.3394768576882636	4.025994701105969	1.5035307772042008	6.515558303015943	1.375068867074141	4.421496729992382	1.4510979485289355	4.875534158770025	1.5503872312660636	5.892201060158532	1.3820161200578251	4.783412310613975
230	P1	2011-05-08	Rio Ave	Benfica	1	2	A	0	2	A	3.8	3.3	2.0	3.4	3.25	2.0	3.3	3.2	2.0	3.0	3.4	2.0	3.4	3.1	2.0	3.6	3.25	2.1	32.0	3.8	3.51	3.5	3.23	2.1	2.01	31.0	2.05	1.94	1.9	1.83	19.0	0.5	1.84	1.8	2.09	2.05	5	8	6	2	2010	-1	3	1	-2	2	1	-1	0	0	1	-1	0	0	1	28	1.0	1.8555512966295251	1.9972487541694857	1.4897432340996597	1.8721249774098396	1.1997119997000014	7.0	0.35714285714285715	0.25	0.39285714285714285	0.6	0.2	0.2	-1	0.25	0.4642857142857143	0.2857142857142857	0.4	0.2	0.4	-1.0	-1.0	-1.0	-2.0	7.0	7.0	1.0	-1	-1	-1	3.0	18.0	18.0	1.0	-1	-1	-1	28	1.0	1.7185898518201856	1.5029084707069684	1.3222045898109995	1.3828066438436508	1.1702793000000002	4.0	0.6785714285714286	0.07142857142857142	0.25	0.4	0.2	0.4	-1	0.5357142857142857	0.32142857142857145	0.14285714285714285	0.4	0.4	0.2	-1.0	-1.0	-1.0	12.0	18.0	18.0	1.0	-1	-1	-1	29.0	40.0	40.0	1.0	-1	-1	-1	0.2631578947368421	0.30303030303030304	0.5	0.29411764705882354	0.3076923076923077	0.5	0.3333333333333333	0.29411764705882354	0.5	0.2777777777777778	0.3076923076923077	0.47619047619047616	0.2631578947368421	0.2849002849002849	0.2857142857142857	0.30959752321981426	0.47619047619047616	0.49751243781094534	0.48780487804878053	0.5154639175257733	0.5263157894736842	0.5464480874316939	0.5434782608695652	0.5555555555555556	0.47846889952153115	0.48780487804878053	0.30303030303030304	0.3125	0.5	0.9757111231621418	0.9291573243177569	0.9354261427968127	0.768656837173347	0.9213897640014913	0.7234178138070235	0.9107981386981563	0.7211102550927979	0.9690521083433502	0.7847504911329035	1.0113521231299085	0.9073771725877465	0.9450337324539536	0.7975796720913425
231	P1	2011-05-08	Sp Lisbon	Setubal	0	1	A	0	0	D	1.4	4.33	8.0	1.38	4.2	7.25	1.45	3.6	7.0	1.36	4.0	7.0	1.4	4.0	6.5	1.44	4.33	7.5	31.0	1.45	1.4	4.35	4.18	8.0	7.11	29.0	1.92	1.82	2.06	1.95	17.0	-1.25	2.08	2.04	1.86	1.83	5	8	6	2	2010	-1	1	0	0	0	0	-1	0	0	1	0	0	1	0	28	3.0	1.5653538835260734	1.6709573731182337	2.4065593328227717	2.010354019701481	2.7280017010172997	6.0	0.42857142857142855	0.32142857142857145	0.25	0.4	0.4	0.2	-1	0.4642857142857143	0.35714285714285715	0.17857142857142858	0.6	0.4	0.0	-1.0	-1.0	-1.0	14.0	19.0	19.0	1.0	-1	-1	-1	10.0	19.0	19.0	1.0	-1	-1	-1	28	0.0	1.0182611049372603	1.0288462049001557	0.3378441073131449	0.7455482371151447	0.11727990990927012	4.0	0.21428571428571427	0.35714285714285715	0.42857142857142855	0.4	0.2	0.4	-1	0.21428571428571427	0.25	0.5357142857142857	0.4	0.0	0.6	-1.0	-1.0	-1.0	-11.0	8.0	8.0	1.0	-1	-1	-1	-16.0	8.0	8.0	1.0	-1	-1	-1	0.7142857142857143	0.23094688221709006	0.125	0.7246376811594204	0.23809523809523808	0.13793103448275862	0.7352941176470588	0.25	0.14285714285714285	0.6944444444444444	0.23094688221709006	0.13333333333333333	0.6896551724137931	0.7142857142857143	0.2298850574712644	0.23923444976076558	0.125	0.14064697609001406	0.5208333333333334	0.5494505494505494	0.4854368932038835	0.5128205128205129	0.4807692307692307	0.49019607843137253	0.5376344086021505	0.5464480874316939	0.6896551724137931	0.2777777777777778	0.14285714285714285	1.2155720853346368	3.306906913315422	1.1588686287103713	2.935750897697782	1.1061183393517233	2.7983626164836704	1.1214443446947044	2.821914243913163	1.2009252123942808	3.0310779160776016	1.231764908322923	3.282148686455262	1.1550569155855444	2.855328352396621
237	P1	2011-05-14	Pacos Ferreira	Academica	5	1	H	5	0	H	1.7	3.4	5.25	1.57	3.7	5.25	1.55	3.5	5.5	1.73	3.4	4.0	1.7	3.4	4.8	1.75	3.4	5.0	30.0	1.75	1.67	3.7	3.46	5.7	4.96	29.0	2.11	1.99	1.85	1.77	18.0	-0.75	2.03	1.95	1.92	1.87	5	14	5	2	2010	4	6	1	5	5	1	1	1	0	0	1	1	0	0	29	1.0	1.2423731239700027	1.2329970215356425	1.3594664552513969	1.3902480024844408	1.1790001199981792	5.0	0.3103448275862069	0.3793103448275862	0.3103448275862069	0.2	0.4	0.4	-1	0.2413793103448276	0.3793103448275862	0.3793103448275862	0.2	0.6	0.2	-1.0	-1.0	-1.0	-6.0	7.0	7.0	1.0	-1	-1	-1	-11.0	10.0	10.0	1.0	-1	-1	-1	29	1.0	0.8392428503103685	0.8065344154201985	0.8059274583534742	0.7366161588579416	0.9092710170090089	2.0	0.2413793103448276	0.3103448275862069	0.4482758620689655	0.2	0.4	0.4	-1	0.27586206896551724	0.3793103448275862	0.3448275862068966	0.2	0.4	0.4	-1.0	-1.0	-1.0	-5.0	10.0	10.0	1.0	-1	-1	-1	-12.0	11.0	11.0	1.0	-1	-1	-1	0.5882352941176471	0.29411764705882354	0.19047619047619047	0.6369426751592356	0.27027027027027023	0.19047619047619047	0.5780346820809249	0.29411764705882354	0.25	0.5714285714285714	0.29411764705882354	0.2	0.5714285714285714	0.5988023952095809	0.27027027027027023	0.28901734104046245	0.17543859649122806	0.20161290322580647	0.47393364928909953	0.5025125628140703	0.5405405405405405	0.5649717514124294	0.4926108374384237	0.5128205128205129	0.5208333333333334	0.53475935828877	0.6451612903225806	0.2857142857142857	0.18181818181818182	1.0396993981102638	1.7755280904564703	1.041435326403997	1.8476020495045282	1.0338706882577096	1.9750527419118036	0.9551547705292175	1.1762794452566674	1.0328590724568545	1.625064101299802	1.1098142276135492	1.9750527419118036	1.0200860944696253	1.6471288150394716
238	P1	2011-05-14	Setubal	Portimonense	3	1	H	1	1	D	1.91	3.25	4.33	1.91	3.2	3.8	1.9	3.0	4.0	2.0	3.2	3.2	2.0	3.2	3.6	1.95	3.25	4.2	28.0	2.01	1.94	3.38	3.25	4.33	3.75	21.0	2.16	2.04	1.78	1.71	17.0	-0.5	2.05	2.0	1.91	1.87	5	14	5	2	2010	2	4	1	0	2	1	1	1	0	0	0	0	1	0	29	3.0	1.315521939196671	1.5216346536751169	2.3344610268282864	1.8727741185575724	2.711727990990927	4.0	0.2413793103448276	0.3448275862068966	0.41379310344827586	0.4	0.2	0.4	-1	0.20689655172413793	0.27586206896551724	0.5172413793103449	0.2	0.2	0.6	-1.0	-1.0	-1.0	-11.0	8.0	8.0	1.0	-1	-1	-1	-15.0	9.0	9.0	1.0	-1	-1	-1	29	3.0	1.2987371469587428	1.535600898734512	2.3930883861640155	1.9405682012438774	2.7270280179009005	6.0	0.20689655172413793	0.2413793103448276	0.5517241379310345	0.4	0.0	0.6	-1	0.2413793103448276	0.4827586206896552	0.27586206896551724	0.0	0.8	0.2	-1.0	-1.0	-1.0	-4.0	8.0	8.0	1.0	-1	-1	-1	-18.0	7.0	7.0	1.0	-1	-1	-1	0.5235602094240838	0.3076923076923077	0.23094688221709006	0.5235602094240838	0.3125	0.2631578947368421	0.5	0.3125	0.3125	0.5128205128205129	0.3076923076923077	0.23809523809523808	0.49751243781094534	0.5154639175257733	0.2958579881656805	0.3076923076923077	0.23094688221709006	0.26666666666666666	0.4629629629629629	0.49019607843137253	0.5617977528089888	0.5847953216374269	0.48780487804878053	0.5	0.5235602094240838	0.53475935828877	0.5263157894736842	0.3333333333333333	0.25	0.9984974347865857	1.2123255888305475	0.9510449839669598	0.9657639463140049	0.9451999593451275	1.0503967504392488	0.9119871715609049	0.692820323027551	0.9952553012157073	1.129527924990495	1.0289927068237892	1.1663189958154674	0.9567185577009218	0.9347192091746056
236	P1	2011-05-14	Olhanense	Rio Ave	2	2	D	0	1	A	3.0	3.25	2.38	3.0	3.1	2.25	3.1	3.0	2.2	2.6	3.2	2.38	3.0	3.1	2.3	3.1	3.2	2.38	31.0	3.3	2.96	3.3	3.14	2.45	2.31	17.0	2.25	2.17	1.67	1.61	18.0	0.25	1.9	1.84	2.07	2.0	5	14	5	2	2010	0	4	1	-1	1	0	0	0	1	0	-1	0	0	1	29	3.0	1.0519111112873278	1.2226298016874941	2.4844250322929846	1.8815803658217192	2.7990000910197277	5.0	0.2413793103448276	0.41379310344827586	0.3448275862068966	0.2	0.4	0.4	-1	0.2413793103448276	0.41379310344827586	0.3448275862068966	0.0	0.8	0.2	-1.0	-1.0	-1.0	-3.0	9.0	9.0	1.0	-1	-1	-1	-10.0	10.0	10.0	1.0	-1	-1	-1	29	0.0	1.5772186021350962	1.4979365656271142	0.3724358085249149	0.9360624887049198	0.11997119997000025	4.0	0.3448275862068966	0.2413793103448276	0.41379310344827586	0.6	0.2	0.2	-1	0.2413793103448276	0.4482758620689655	0.3103448275862069	0.4	0.0	0.6	-1.0	-1.0	-1.0	-4.0	7.0	7.0	1.0	-1	-1	-1	2.0	18.0	18.0	1.0	-1	-1	-1	0.3333333333333333	0.3076923076923077	0.42016806722689076	0.3333333333333333	0.3225806451612903	0.4444444444444444	0.3846153846153846	0.3125	0.42016806722689076	0.3225806451612903	0.3125	0.42016806722689076	0.30303030303030304	0.33783783783783783	0.30303030303030304	0.3184713375796178	0.4081632653061224	0.4329004329004329	0.4444444444444444	0.4608294930875576	0.5988023952095809	0.6211180124223602	0.5263157894736842	0.5434782608695652	0.48309178743961356	0.5	0.3225806451612903	0.3333333333333333	0.45454545454545453	0.9507637236080511	0.44792112400882966	0.9185452750071138	0.4645786621588785	0.911690204046728	0.4932882862316247	0.9018040327076048	0.42442117446392025	0.9562577215905534	0.4473626418615366	0.9960398938159437	0.49074772881118167	0.9264525726152182	0.4366157731156003
239	P1	2011-05-14	Sp Braga	Sp Lisbon	0	1	A	0	1	A	2.5	3.1	2.88	2.45	3.0	2.8	2.4	3.0	2.7	2.2	3.2	2.8	2.5	3.0	2.8	2.5	3.1	3.0	30.0	2.65	2.44	3.2	3.07	3.0	2.82	17.0	2.25	2.17	1.67	1.61	23.0	0.0	1.86	1.78	2.1	2.03	5	14	5	2	2010	-1	1	0	-1	1	0	-1	0	0	1	-1	0	0	1	29	1.0	1.7121772021281185	1.6453184649426733	1.0312162846244983	1.241330148652196	1.0019999790281728	3.0	0.4482758620689655	0.2413793103448276	0.3103448275862069	0.4	0.6	0.0	-1	0.20689655172413793	0.5172413793103449	0.27586206896551724	0.0	0.8	0.2	-1.0	-1.0	-1.0	0.0	9.0	9.0	1.0	-1	-1	-1	13.0	25.0	25.0	1.0	-1	-1	-1	29	0.0	1.3305508009971623	1.2532180298386753	0.6016398332056929	1.0051770098507404	0.2728001701017302	3.0	0.41379310344827586	0.3103448275862069	0.27586206896551724	0.4	0.2	0.4	-1	0.4482758620689655	0.3793103448275862	0.1724137931034483	0.6	0.4	0.0	-1.0	-1.0	-1.0	14.0	19.0	19.0	1.0	-1	-1	-1	9.0	19.0	19.0	1.0	-1	-1	-1	0.4	0.3225806451612903	0.3472222222222222	0.4081632653061224	0.3333333333333333	0.35714285714285715	0.45454545454545453	0.3125	0.35714285714285715	0.4	0.3225806451612903	0.3333333333333333	0.37735849056603776	0.4098360655737705	0.3125	0.32573289902280134	0.3333333333333333	0.3546099290780142	0.4444444444444444	0.4608294930875576	0.5988023952095809	0.6211180124223602	0.5376344086021505	0.5617977528089888	0.47619047619047616	0.4926108374384237	0.4166666666666667	0.3333333333333333	0.37037037037037035	0.9385198777579752	0.30353473167552564	0.913469116272735	0.278388218141501	0.896280949311433	0.30000000000000004	0.9004417888925095	0.5033222956847166	0.9513779122308104	0.3214550253664319	0.9803574366789102	0.2783882181415012	0.9214487431314414	0.3172275734127368
234	P1	2011-05-14	Maritimo	Porto	0	2	A	0	2	A	5.25	3.6	1.67	4.5	3.6	1.67	4.3	3.2	1.75	4.33	3.4	1.67	4.0	3.75	1.75	5.0	3.5	1.73	31.0	5.25	4.73	3.9	3.46	1.78	1.7	18.0	1.73	1.67	2.11	2.05	18.0	0.75	1.92	1.85	2.06	1.98	5	14	5	2	2010	-2	2	0	-2	2	1	-1	0	0	1	-1	0	0	1	29	0.0	1.357799967548627	1.313290867989133	0.5857630124959206	0.979729101061821	0.27119970270027144	3.0	0.3103448275862069	0.27586206896551724	0.41379310344827586	0.4	0.2	0.4	-1	0.3103448275862069	0.5517241379310345	0.13793103448275862	0.6	0.4	0.0	-1.0	-1.0	-1.0	8.0	12.0	12.0	1.0	-1	-1	-1	3.0	20.0	20.0	1.0	-1	-1	-1	29	1.0	2.6457327519597422	2.494635294872388	1.4999999999126032	1.9999921265989542	1.2000000000000002	7.0	0.896551724137931	0.10344827586206896	0.0	0.8	0.2	0.0	-1	0.6896551724137931	0.2413793103448276	0.06896551724137931	0.6	0.4	0.0	-1.0	-1.0	-1.0	29.0	31.0	31.0	1.0	-1	-1	-1	55.0	55.0	55.0	1.0	-1	-1	-1	0.19047619047619047	0.2777777777777778	0.5988023952095809	0.2222222222222222	0.2777777777777778	0.5988023952095809	0.23094688221709006	0.29411764705882354	0.5988023952095809	0.2	0.2857142857142857	0.5780346820809249	0.19047619047619047	0.2114164904862579	0.25641025641025644	0.28901734104046245	0.5617977528089888	0.5882352941176471	0.5780346820809249	0.5988023952095809	0.47393364928909953	0.48780487804878053	0.5208333333333334	0.5405405405405405	0.4854368932038835	0.5050505050505051	0.23255813953488372	0.3125	0.5714285714285714	1.0534279499831534	1.7918240240976049	1.000666222715392	1.4459022558020074	0.9625668617099744	1.2789970028633113	0.9692589951192407	1.3499012309548182	1.0388993213047832	1.6368567438844486	1.105163965849952	1.7491807606229075	1.0100451763144926	1.5215890816292466
233	P1	2011-05-14	Benfica	Leiria	3	3	D	1	1	D	1.29	5.0	12.0	1.25	5.25	9.25	1.25	4.8	9.5	1.25	5.0	8.0	1.29	5.0	9.0	1.29	5.5	11.0	28.0	1.3	1.26	5.68	5.24	12.0	9.71	16.0	1.65	1.58	2.4	2.21	18.0	-1.5	1.88	1.81	2.08	2.01	5	14	5	2	2010	0	6	1	0	2	1	0	0	1	0	0	0	1	0	29	3.0	1.9108013740471577	1.8771813530302264	2.58055114745275	2.1914033219218254	2.81702793	7.0	0.6896551724137931	0.06896551724137931	0.2413793103448276	0.4	0.2	0.4	-1	0.5517241379310345	0.3103448275862069	0.13793103448275862	0.4	0.4	0.2	-1.0	-1.0	-1.0	14.0	20.0	20.0	1.0	-1	-1	-1	30.0	41.0	41.0	1.0	-1	-1	-1	29	3.0	0.9686765342194107	1.111904823663434	2.4382803914988274	1.771205535158515	2.7900090902709027	4.0	0.3103448275862069	0.2413793103448276	0.4482758620689655	0.2	0.2	0.6	-1	0.13793103448275862	0.4482758620689655	0.41379310344827586	0.0	0.6	0.4	-1.0	-1.0	-1.0	-11.0	4.0	4.0	1.0	-1	-1	-1	-13.0	12.0	12.0	1.0	-1	-1	-1	0.7751937984496123	0.2	0.08333333333333333	0.8	0.19047619047619047	0.10810810810810811	0.8	0.2	0.125	0.7751937984496123	0.18181818181818182	0.09090909090909091	0.7692307692307692	0.7936507936507936	0.17605633802816903	0.19083969465648853	0.08333333333333333	0.10298661174047373	0.6060606060606061	0.6329113924050632	0.4166666666666667	0.45248868778280543	0.5319148936170213	0.5524861878453039	0.4807692307692307	0.49751243781094534	0.8	0.20833333333333334	0.10526315789473684	1.4205583116114742	5.438569051996429	1.3100335808824441	4.0	1.2828337104256018	4.138337025102394	1.228010499546795	3.3819373146171707	1.4244933962890378	4.869260724175693	1.4860601555365323	5.379231667564926	1.3340919571744276	4.227367186953759
235	P1	2011-05-14	Naval	Guimaraes	0	3	A	0	2	A	4.2	3.25	1.91	3.75	3.3	1.88	3.8	3.1	1.9	3.5	3.2	1.91	4.2	3.25	1.83	4.0	3.2	2.0	28.0	4.5	3.96	3.3	3.22	2.02	1.9	20.0	2.2	2.08	1.75	1.69	17.0	0.5	1.96	1.92	2.01	1.95	5	14	5	2	2010	-3	3	1	-2	2	1	-1	0	0	1	-1	0	0	1	29	0.0	0.8982613894810035	0.7659093481776986	0.04474019352619786	0.3056345395743847	0.002979100179927008	0.0	0.1724137931034483	0.27586206896551724	0.5517241379310345	0.4	0.0	0.6	-1	0.20689655172413793	0.27586206896551724	0.5172413793103449	0.0	0.6	0.4	-1.0	-1.0	-1.0	-12.0	7.0	7.0	1.0	-1	-1	-1	-22.0	7.0	7.0	1.0	-1	-1	-1	29	3.0	1.2620543452623	1.418573659240713	2.3937467227072453	1.917803568765521	2.72709090271197	6.0	0.3793103448275862	0.2413793103448276	0.3793103448275862	0.4	0.2	0.4	-1	0.20689655172413793	0.5517241379310345	0.2413793103448276	0.0	0.8	0.2	-1.0	-1.0	-1.0	-4.0	6.0	6.0	1.0	-1	-1	-1	-4.0	14.0	14.0	1.0	-1	-1	-1	0.23809523809523808	0.3076923076923077	0.5235602094240838	0.26666666666666666	0.30303030303030304	0.5319148936170213	0.2857142857142857	0.3125	0.5235602094240838	0.25	0.3125	0.5	0.2222222222222222	0.25252525252525254	0.30303030303030304	0.3105590062111801	0.49504950495049505	0.5263157894736842	0.45454545454545453	0.4807692307692307	0.5714285714285714	0.591715976331361	0.5102040816326531	0.5208333333333334	0.49751243781094534	0.5128205128205129	0.2631578947368421	0.3225806451612903	0.5263157894736842	0.9884030680933221	1.1505216208311777	0.9515824656476127	0.9760293711427609	0.9393880742546808	0.9609023536933049	0.9253283650549307	0.8448076704197235	0.9824083996374364	1.0066445913694333	1.0357096426947738	1.2402150351182384	0.9645253168175563	1.0435196851681012
